iso3,iso2,cthi_2019_rank,cthi_2019_share,cthi_2019_score,cthi_2021_rank,cthi_2021_share,cthi_2021_score,fsi_2009_rank,fsi_2009_score,fsi_2009_gsw,fsi_2009_value,fsi_2011_rank,fsi_2011_score,fsi_2011_gsw,fsi_2011_value,fsi_2013_rank,fsi_2013_score,fsi_2013_gsw,fsi_2013_value,fsi_2015_rank,fsi_2015_score,fsi_2015_gsw,fsi_2015_value,fsi_2018_rank,fsi_2018_score,fsi_2018_gsw,fsi_2018_value,region,subregion,continent,country,region_tjn,g7,g24,g77,eu27,g20,gafilat,cfatf,ukt,mena,latam,gbr_ot,gbr_cd,gbr_oct,nld_oct,fra_oct,dnk_oct,eu28_oct,usa_oct,oecd_oct,opec,efta,fsi_2020_rank,fsi_2020_score,fsi_2020_gsw,fsi_2020_value,fsi_2022_rank,fsi_2022_score,fsi_2022_gsw,fsi_2022_value,legal_old,legal_new,gmt_offset_2020,continent_cepii,eu28,oecd,amount_swissleaks,share_swissleaks,n_realestateowners_dubai,n_properties_dubai,propertyvalue_usd_dubai,n_villas_dubai,n_buildings_dubai,profits_c16,taxrate_c16,excessincome_c16,tre_c16,treshareofcorp_c16,tre_cj18,ps_cj18,trl_cj18,grossprofit_cj19,efftaxrate_cj19,addgrossprofit_cj19,tre_cj19,ps_cj19,trl_cj19,ectr_garcia2019,ps_garcia2020_emp,ps_garcia2020_revt,ps_garcia2020_assets,ps_garcia2020_ccctb,ps_garcia2020_wages,trl_globalmodel_jansky19,trl_devmodel_jansky19,ps_jansky19,ps_socorpprof_jansky19,ps_sofcorpprof_jansky19,trl_jansky19,trl_sogdp_jansky19,trl_socorptax_jansky19,trl_sotottax_jansky19,profits_shifted_intohaven_bnusd,profits_shifted_out_bnusd,profits_shifted_out_pctgdp,profits_shifted_out_pct_profits,corporate_tax_loss_pct_taxcollected,fdi_interest_to_haven_mnusd,fdi_interest_to_euhaven_mnusd,fdi_interest_to_noneuhaven_mnusd,royalty_payments_to_haven_mnusd,royalty_payments_to_euhaven_mnusd,royalty_payments_to_noneuhaven_mnusd,cthi_2019_value,cthi_2021_value,cthi_2021_gsw,cthi_2019_gsw,sotj23_loss_total_share,sotj23_loss_total_musd,sotj23_loss_total_share_revenue,sotj23_loss_total_share_healthexpenses,sotj23_loss_total_share_gdp,sotj23_loss_offshore_share,sotj23_loss_offshore_musd,sotj23_loss_offshore_share_revenue,sotj23_loss_corp_share,sotj23_loss_corp_musd,sotj23_loss_corp_share_revenue,sotj23_profit_shifted_outward_musd,sotj23_inflictedloss_total_share,sotj23_inflictedloss_total_musd,sotj23_gain_corp_musd,sotj23_inflictedloss_offshore_share,sotj23_inflictedloss_offshore_musd,sotj23_inflictedloss_corp_share,sotj23_inflictedloss_corp_musd,sotj23_profit_shifted_inward_musd,sotj20_loss_total_share,sotj20_loss_total_musd,sotj20_loss_total_share_revenue,sotj20_loss_total_share_healthexpenses,sotj20_loss_offshore_share,sotj20_loss_offshore_musd,sotj20_loss_corp_share,sotj20_loss_corp_musd,sotj20_inflictedloss_total_share,sotj20_inflictedloss_total_musd,sotj20_inflictedloss_offshore_share,sotj20_inflictedloss_offshore_musd,sotj20_inflictedloss_corp_share,sotj20_inflictedloss_corp_musd,sotj21_loss_total_share,sotj21_loss_total_musd,sotj21_loss_total_share_revenue,sotj21_loss_total_share_healthexpenses,sotj21_loss_offshore_share,sotj21_loss_offshore_musd,sotj21_loss_corp_share,sotj21_loss_corp_musd,sotj21_inflictedloss_total_share,sotj21_inflictedloss_total_musd,sotj21_inflictedloss_offshore_share,sotj21_inflictedloss_offshore_musd,sotj21_inflictedloss_corp_share,sotj21_inflictedloss_corp_musd,test
PSE,,,,,,,,,,,,,,,,,,,,,,,,,,4.97E-05,,Asia,Western Asia,,Palestine,Asia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,4.56E-05,,,,,,,,2,,0,0,148.9,0.000597787,1252,2788,887521793.3,250,16,,,,,,,,,,,,,,,,,,,,,0.6131647,0.2379288,,,,,,,,,,,,,,,,,,,,,0,1.92E-05,6.82E-06,3.275215149,0.003705581,0.015958752,0.000201222,1.94E-05,3.275215149,0.003705581,0,0,0,0,0,0,0,0,0,0,0,0,4.32E-06,1.847306728,0.000139672,,1.01E-05,1.847306728,0,0,0,0,0,0,0,0,3.20E-06,1.55E-06,,,9.05E-06,1.55E-06,,,0,0,0,0,0,0,98
PYF,PF,,,,,,,,,,,,,,,,,,,,,,,,,2.93E-06,,Oceania,Polynesia,Pacific,French Polynesia,Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,,,3.29E-06,,,,,,1,1,-10,Pacific,0,0,4,1.61E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45E-06,6.64E-06,1.71E-05,8.230829735,0.006579024,0.02177959,0.001341593,4.71E-05,7.960829735,0.006363209,8.67E-07,0.27,0.000215815,1,6.70E-06,3.216519356,0,1.90E-05,3.216519356,0,0,0,2.07E-05,8.83764267,0.001571821,,4.83E-05,8.83764267,0,0,3.97E-06,1.699931767,5.41E-06,0.988898575,2.90E-06,0.711033192,1.84E-05,8.87E-06,,,5.20E-05,8.87E-06,,,1.48E-05,7.13E-06,4.17E-05,7.13E-06,0,0,77
QAT,QA,,,,,,,,,,,,,,,,,,,,,,,,,0.0005581,,Asia,Western Asia,Asia,Qatar,Asia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,77,0.000853473,433.0474125,20,73.575,0.00110971,412.344927,1,1,3,Asia,0,0,328,0.001316817,1750,4624,2134427100,159,10,,,,,,,,,,,,,,,,-9663217084,-7380577658,-1154301525,-5602547963,-6882312332,,,,,,,,,,,,,,,,,,,,,,,0.000950714,0.000612132,0.000210231,101,0.002701574,0.02957318,0.000550904,0,0,0,0.000324183,101,0.002701574,1010,0.000926809,445.2666321,0,0.00263663,445.2666321,0,0,0,0.000267301,114.3468709,0.000635876,0.032489428,0,0,0.000466897,114.3468709,0.001828661,782.2711766,0.002423975,443.2861023,0.001384133,338.9850743,0.00043155,0.0002084,,0.058057661,0,0,0.000667549,0.0002084,0.001353648,0.000653691,0.003760504,0.000642008,3.74E-05,1.17E-05,44
REU,RE,,,,,,,,,,,,,,,,,,,,,,,,,1.71E-07,,Africa,Sub-Saharan Africa,Africa,Reunion,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.65E-06,,,,,,1,1,4,Africa,0,0,10.3,4.14E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00E-05,7.83E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,,,,,0,0,,,0,0,83
ROU,RO,43,0.004679895,55.60645073,41,0.005597843,61.92145067,,,,,,,,,,,,,,,,,47,65.525,0.000563,232.3018,Europe,Eastern Europe,,Romania,Europe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,62.625,0.00075996,224.1335423,62,59.375,0.00061233,177.7485347,2,1,2,,1,0,1300,0.005219094,317,459,218712526.5,47,0,,,,,,-1.6699162,,,,,,,,,17,24004914502,5260119664,6695873901,9788006782,10811139061,371.0606,468.1622,1807.661,0.0644127,0.5532452,289.2258,0.1540024,,,,,,,,,,,,,,177.76681,247.7466461,0.001136196,0.001105161,0.002456128,1179.981191,0.031629761,0.109517923,0.004849562,6.62E-05,11.18121719,0.000299716,0.003751531,1168.799974,0.031330045,7305,0,0,0,0,0,0,0,0,0.002044101,874.432845,0.021216518,0.101628699,6.83E-05,12.48672485,0.00351947,861.9461201,0,0,0,0,0,0,0.002528451,0.001221017,0.032549684,0.146607964,6.87E-05,1.17E-05,0.003873575,0.00120928,0,0,0,0,0,0,11
RUS,RU,,,,,,,,,,,,,,,25,60.47,0.31828,325.2539,30,53.56,0.3968739,243.261,29,63.975,0.0026242,361.1588,Europe,Eastern Europe,Asia,Russia,Europe,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,57.05,0.002631571,256.3531286,43,59.6,0.002082993,270.3759362,2,1,3,Asia,0,0,1800,0.007226437,5381,9755,3344037747,354,5,86.7,15,21.1,-5.8,7,,,,5921,0.18,1425,252,1425000000,252000000,18,51382679322,35392868397,27784274280,32797747073,19049517763,5030.283,6346.639,84599.93,0.2920623,2.284305,16919.99,1.317007,41.15628,5.932437,,11.84310435,0.008670771,0.04088566,0.056407908,4951.781507,4608.061362,343.7201445,9575.443447,4026.134048,5549.309398,,,0.010744552,0.011050325,0.002737696,1315.25281,0.002972267,0.025108662,0.000793598,0.002072907,350.0527954,0.000791065,0.00309803,965.2000144,0.002181202,4826,0,0,0,0,0,0,0,0,0.011923764,5100.791212,0.011789896,0.093734762,0.002178189,398.3378601,0.019200904,4702.453352,0.002571735,1100.146106,0,0,0.004492081,1100.146106,0.006396727,0.003089049,0.007255084,0.057118766,0.002411199,0.000411649,0.00857627,0.0026774,0,0,0,0,0,0,89
RWA,RW,,,,,,,,,,,,,,,,,,,,,,,,,7.15E-05,,Africa,Sub-Saharan Africa,Africa,Rwanda,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,63,6.49E-05,100.4708934,98,72.125,2.26E-05,106.1209367,1,1,2,Africa,0,0,2.1,8.43E-06,27,100,23135392.22,5,0,,,,,,0.18029478,0.60098255,0.18029478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83E-05,9.43E-06,1.07E-05,5.125652957,0.0033435,0.022388204,0.000531572,1.08E-05,1.825652957,0.001190887,1.06E-05,3.3,0.002152614,11,0,0,0,0,0,0,0,0,0.000168348,72.01660147,0.054444185,0.34777393,1.12E-05,2.04335475,0.000285712,69.97324672,0,0,0,0,0,0,0.000218908,0.000105713,0.080074666,0.527098565,1.47E-05,2.51E-06,0.000330571,0.0001032,0,0,0,0,0,0,16
SAU,SA,,,,,,,,,,,,,,,31,74.9,0.02779,274.2,43,61.08,0.0371844,163.8641,37,69.875,0.0005444,278.5754,Asia,Western Asia,Asia,Saudi Arabia,Asia,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,45,66.675,0.000568005,245.4746014,25,68.95,0.001322355,359.7925285,3,2,3,Asia,0,0,5800,0.023285187,9875,23725,9782216629,1083,44,18.5,15,4.5,-2.1,,,,,,,,,,,,5035182657,6768485338,3809912811,5151790252,4718762556,,,,,,,,,,,,,,,,,,,,,,,0.001289067,0.000857325,0,0,0,,0,0,0,0,0,0,0,2331,0.079906507,38389.47911,0,0,0,0.123219825,38389.47911,141014,0.005279518,2258.491538,0.17965414,0.092850732,0,0,0.009221799,2258.491538,2.08E-05,8.887914901,0,0,3.63E-05,8.887914901,0.002424049,0.0011706,0.066959343,0.043502141,0,0,0.003749676,0.0011706,0,0,0,0,0,0,35
SCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
SDN,SD,,,,,,,,,,,,,,,,,,,,,,,,,2.72E-05,,Africa,Northern Africa,Africa,Sudan,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.07E-06,,,,,,3,2,2,Africa,0,0,131,0.000525924,1866,3130,941521902.8,291,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44E-05,2.62E-06,7.75E-06,3.72146492,0.001706786,0.011163549,0.000115095,5.46E-06,0.92146492,0.000422614,8.99E-06,2.8,0.001284172,8,2.89E-05,13.8841777,17.85,0,0,4.46E-05,13.8841777,51,0.00150785,645.0334683,0.303700319,1.211135545,5.65E-06,1.033479333,0.00262956,643.999989,0,0,0,0,0,0,0.000573675,0.000277034,0.10127889,0.419591201,7.23E-06,1.23E-06,0.000883445,0.0002758,0,0,0,0,0,0,37
SEN,SN,,,,,,,,,,,,,,,,,,,,,,,,,2.75E-05,,Africa,Sub-Saharan Africa,Africa,Senegal,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.63E-05,,,,,,1,1,0,Africa,0,0,188.6,0.00075717,27,59,39705765.97,6,0,,,,,,0.3595347,1.198449,0.3595347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18E-05,6.12E-05,0.000171394,82.34153748,0.02317498,0.376655799,0.003561963,0.000146512,24.74153519,0.006963491,0.00018488,57.60000229,0.016211489,192,0,0,0,0,0,0,0,0,0.000393311,168.2522075,0.051627558,0.703963074,0.00014738,26.95220184,0.000576952,141.3000057,0,0,0,0,0,0,0.000537255,0.000259447,0.083224621,1.176884499,0.000115664,1.97E-05,0.000767809,0.0002397,3.30E-06,1.59E-06,0,0,5.10E-06,1.59E-06,24
SGP,SG,8,0.039206028,81.35448885,9,0.038725215,84.61831357,8,79,0.01752,109.34232,6,70.8,0.0312592,1117.958613,5,70.33,4.28012,1216.86,4,68.96,4.280101,1147.122,5,67.125,0.0457827,1081.982,Asia,South-eastern Asia,Asia,Singapore,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64.975,0.05173545,1022.119345,3,67.25,0.056447309,1166.696636,3,2,8,Asia,0,0,758,0.003043133,603,1045,560047950.9,145,5,,,,,,-2.3924327,,,42395,0.04,-13740,-583,-13740000000,-583000000,7,-1.20602E+11,61634878037,-40317081273,-18383982605,-32337077695,,,,,,,,,,70.41627167,,,,,,,,,,,1489.249436,1713.881837,0.022634106,0.021157709,0.004983307,2394.096618,0.048645397,0.282536988,0.00635042,0.010632565,1795.526611,0.036483116,0.001921248,598.5700063,0.012162281,3521,0.041646035,20008.00261,11167.64012,0.012577738,2124.092773,0.057402504,17883.90984,65692,0.011166858,4776.999238,0.107298099,0.847273115,0.010858451,1985.747192,0.011397149,2791.252045,0.034208514,14633.84297,0.013193562,2412.782227,0.049900636,12221.06075,0.008858353,0.004277796,0.096068694,0.695189725,0.010455978,0.001785086,0.007984669,0.00249271,0.063198366,0.030519184,0.012625312,0.002155443,0.090854964,0.02836374,23
SGS,GS,,,,,,,,,,,,,,,,,,,,,,,,,,,Americas,Latin America and the Caribbean,,South Georgia and the South Sandwich Islands,Caribbean/American isl.,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,-2,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68E-07,1.77E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,,,,,0,0,,,0,0,24
SHN,SH,,,,,,,,,,,,,,,,,,,,,,,,,1.08E-08,,Africa,Sub-Saharan Africa,Africa,Saint Helena,Africa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6.55E-09,,,,,,,,0,Africa,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87E-08,7.83E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,4.50E-07,2.17E-07,,,1.27E-06,2.17E-07,,,0,0,0,0,0,0,72
SJM,SJ,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,Northern Europe,,Svalbard and Jan Mayen Islands,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,,,,,0,0,,,0,0,48
SLB,SB,,,,,,,,,,,,,,,,,,,,,,,,,2.38E-06,,Oceania,Melanesia,Pacific,Solomon Islands,Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.60E-09,,,,,,3,2,11,Pacific,0,0,,,,,,,,,,,,,0.02574135,0.08580449,0.02574135,,,,,,,,,,,,,1.060332,1.337807,1.029522,0.0055891,0.0480052,0.3088565,0.0250553,0.4761025,0.0937518,,,,,,,,,,,,,,6.15E-06,6.22E-06,3.46E-06,1.660635352,0.003924925,0.029060418,0.001027952,9.83E-06,1.660635352,0.003924925,0,0,0,0,0,0,0,0,0,0,0,0,4.73E-06,2.025383172,0.00543688,0.045138302,1.03E-05,1.877259851,6.05E-07,0.148123321,8.31E-06,3.55516596,0,0,1.45E-05,3.55516596,2.85E-06,1.38E-06,0.003384666,0.028193314,6.31E-06,1.08E-06,9.61E-07,3.00E-07,4.95E-06,2.39E-06,0,0,7.66E-06,2.39E-06,82
SLE,SL,,,,,,,,,,,,,,,,,,,,,,,,,7.36E-06,,Africa,Sub-Saharan Africa,Africa,Sierra Leone,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.11E-05,,,,,,3,2,0,Africa,0,0,33,0.000132485,13,68,26020787.07,10,0,,,,,,0.10787429,0.35958093,0.10787429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.65E-06,2.03E-06,1.48E-05,7.0914675,0.014766844,0.111258526,0.001735929,6.46E-06,1.0914675,0.002272806,1.93E-05,6,0.012494038,20,0,0,0,0,0,0,0,0,0.000178719,76.45311173,0.18401196,1.437815145,6.53E-06,1.194362044,0.000307294,75.25874969,3.24E-05,13.86514725,0,0,5.66E-05,13.86514725,0.000227157,0.000109697,0.250116545,1.846389148,6.42E-06,1.10E-06,0.000347868,0.0001086,0,0,0,0,0,0,3
SLV,SV,,,,,,,,,,,,,,,,,,,,,,,,,9.58E-05,,Americas,Latin America and the Caribbean,America,El Salvador,Latin America,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85,64.1,0.00010216,123.1214685,97,60.5,0.000113627,107.2572039,1,1,-6,America,0,0,88.2,0.000354095,5,5,1226562.141,0,0,,,,,,0.5775643,1.9252142,0.5775643,,,,,,,,9406897763,2531665560,2221063236,3358888288,1240974375,91.73054,115.7352,828.899,0.2319771,1.992469,248.6697,1.039927,32.22295,6.637809,,,,,,,,,,,,,,0.000152505,0.000140256,0.000499235,239.844117,0.051031388,0.203051333,0.009217382,0.000219364,37.04411697,0.007881839,0.000650933,202.8,0.043149549,676,0,0,0,0,0,0,0,0,0.000250947,107.3509346,0.02556943,0.089497156,4.33E-05,7.910368919,0.000406032,99.44056569,0,0,0,0,0,0,0.000467501,0.000225762,0.05536994,0.198449211,0.000229385,3.92E-05,0.000597719,0.0001866,0,0,0,0,0,0,43
SMR,SM,59,0.001490328,61.5123801,67,0.00093056,60.5437989,,,,,68,78.73,2.53E-07,30.86461955,68,80.13,0.000155,59.53545,86,69.56,9.66E-05,33.271,109,64,7.98E-07,24.31495,Europe,Southern Europe,Europe,San Marino,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,60.45,8.37E-07,20.81989966,140,60.35,1.57E-07,11.85368029,1,1,1,Europe,0,0,0,0,5,5,1402703.063,0,0,,,,,,-0.015538692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.6104245,41.18426461,6.39E-06,1.44E-05,1.10E-05,5.265253067,0.01817559,0.053047301,0.003180844,3.12E-05,5.265253067,0.01817559,0,0,0,0,2.22E-06,1.065386057,0,6.31E-06,1.065386057,0,0,0,1.24E-05,5.300595284,0.019392701,0.054314287,2.90E-05,5.300595284,0,0,0,0,0,0,0,0,1.53E-05,7.40E-06,0.027134732,0.077172454,4.33E-05,7.40E-06,,,2.55E-06,1.23E-06,7.22E-06,1.23E-06,0,0,64
SOM,SO,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa,Sub-Saharan Africa,Africa,Somalia,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.75E-07,,,,,,3,2,3,Africa,0,0,15.5,6.22E-05,39,56,12705947.84,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.59E-07,5.13E-07,6.80E-06,3.265243769,0.018951618,0.044221891,0.000557589,1.93E-05,3.265243769,0.018951618,0,0,0,0,0,0,0,0,0,0,0,0,6.82E-07,0.291652203,0.004594921,,1.59E-06,0.291652203,0,0,0,0,0,0,0,0,9.86E-07,4.76E-07,0.008825064,,2.79E-06,4.76E-07,,,0,0,0,0,0,0,79
SPM,PM,,,,,,,,,,,,,,,,,,,,,,,,,2.81E-08,,Americas,Northern America,America,St. Pierre and Miquelon,Northern America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,,,2.14E-07,,,,,,,,-3,America,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89E-07,4.52E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,,,,,0,0,,,0,0,19
SRB,,,,,,,,,,,,,,,,,,,,,,,,,,5.51E-05,,Europe,Southern Europe,,Serbia,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6.82E-05,,110,54.375,0.000143682,84.20384701,,1,1,,0,0,46.6,0.000187084,237,287,74145315.88,33,0,,,,,,-0.43515548,,,,,,,,,9,3021756824,368527902.3,847224117,1004438063,573367516.1,141.1794,178.1241,733.6218,0.1281855,1.100995,110.0433,0.2873204,15.08503,1.140645,,,,,,,,,,,,,,0.000530612,0.000459825,0.000241538,116.0407046,0.009670869,0.045201412,0.002291454,2.72E-05,4.59070015,0.00038259,0.000357724,111.4500044,0.009288278,743,0.000896451,430.6817476,237.3000094,0,0,0.001382372,430.6817476,1582,0.000174388,74.60013755,0.006809822,0.029018189,2.90E-05,5.300827026,0.000282961,69.29931053,5.40E-06,2.310857874,0,0,9.44E-06,2.310857874,0.000496086,0.000239565,0.02294877,0.098777648,2.82E-05,4.82E-06,0.000751953,0.00023475,1.98E-05,9.56E-06,0,0,3.06E-05,9.56E-06,55
SSD,SS,,,,,,,,,,,,,,,,,,,,,,,,,8.18E-05,,Africa,Sub-Saharan Africa,,South Sudan,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4.06E-06,,,,,,,2,3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01E-07,3.86E-07,1.89E-07,0.090693235,0.000203506,0.0016021,1.11E-05,5.37E-07,0.090693235,0.000203506,0,0,0,0,0,0,0,0,0,0,0,0,1.69E-05,7.247646187,0.000779122,0.094551029,5.44E-07,0.099428788,2.92E-05,7.148217399,0.000217324,92.96758987,0,0,0.000379602,92.96758987,1.33E-07,6.45E-08,,0.000844471,3.78E-07,6.45E-08,,,0.000309021,0.00014923,0,0,0.000478014,0.00014923,97
STP,ST,,,,,,,,,,,,,,,,,,,,,,,,,1.44E-08,,Africa,Sub-Saharan Africa,Africa,Sao Tome and Principe,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.52E-08,,,,,,1,1,0,Africa,0,0,,,,,,,,,,,,,0.002321194,0.009284776,0.002321194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77E-06,2.44E-07,2.90E-07,0.13917008,0.002647527,0.012254236,0.000337583,8.24E-07,0.13917008,0.002647527,0,0,0,0,0,0,0,0,0,0,0,0,3.63E-07,0.155405104,0.002663978,0.017512025,8.50E-07,0.155405104,0,0,0,0,0,0,0,0,2.49E-07,1.20E-07,0.002324865,0.013621366,7.05E-07,1.20E-07,,,0,0,0,0,0,0,24
SUR,SR,,,,,,,,,,,,,,,,,,,,,,,,,6.66E-06,,Americas,Latin America and the Caribbean,America,Suriname,Caribbean/American isl.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.59E-06,,,,,,1,1,-3,America,0,0,722.3,0.002899809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.61E-06,1.57E-06,2.10E-05,10.08948994,0.01575999,0.048051078,0.002524768,5.97E-05,10.08948994,0.01575999,0,0,0,0,0,0,0,0,0,0,0,0,2.69E-05,11.49566555,0.015743355,0.101325725,6.29E-05,11.49566555,0,0,0,0,0,0,0,0,2.03E-05,9.81E-06,0.013216689,0.070990285,5.74E-05,9.81E-06,0,0,0,0,0,0,0,0,58
SVK,SK,47,0.003578949,52.95017219,51,0.003489708,55.15104688,,,,,,,,,,,,,73,50.11,0.0109155,60.13406,76,54.9,0.0004617,127.8874,Europe,Eastern Europe,Europe,Slovakia,Europe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,50.925,0.000330328,91.29390449,101,53.175,0.000310594,101.8247421,2,3,1,Europe,1,1,48.7,0.000195515,133,362,487528904.5,23,5,,,,,,0.04119976,0.17912939,8382017,,,,,,,20,13932796091,5967948233,4947041969,7769952858,10856940653,358.3868,139.0663,564.8004,0.0486706,0.1028041,124.2561,0.1384182,3.655109,0.7432796,,0.63681356,0.007277751,0.054876196,0.048028448,132.4225677,118.5592336,13.86333414,656.6784117,555.3097124,101.3686993,135.9471393,154.4458175,0.000780449,0.000767899,0.001146367,550.7413509,0.026513409,0.097936715,0.005188921,0.000309121,52.20136642,0.002513042,0.001600178,498.5399844,0.024000367,2374,0,0,0,0,0,0,0,0,0.000963502,412.1704421,0.023989424,0.076503696,0.000312367,57.1243515,0.001449713,355.0460906,0.000324116,138.6514725,0,0,0.000566137,138.6514725,0.001158952,0.000559671,0.032219466,0.104761346,0.000223991,3.82E-05,0.001670249,0.00052143,0,0,0,0,0,0,27
SVN,SI,55,0.002123895,49.57163139,58,0.002101448,51.86075189,,,,,,,,,,,,,88,33.96,0.0188818,22.46907,104,41.825,0.0001125,35.32386,Europe,Southern Europe,Europe,Slovenia,Europe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,37.55,0.000139835,27.48119603,137,35.875,0.00015154,24.61603384,2,3,1,Europe,1,1,24.5,9.84E-05,46,56,26386350.79,6,0,,,,,,-0.06522623,,,,,,,,,14,1040751058,780928952.3,468177188.7,777688444.3,1127167327,71.83126,27.87298,146.4975,0.0428636,0.1169864,24.90458,0.0557042,3.491627,0.2539959,,0.22529901,0.005266861,0.065920108,0.060803338,16.96872099,11.75610735,5.212613638,257.7471084,136.5261146,121.2209937,80.67660919,93.00488413,0.000296461,0.000290499,0.00045216,217.2283589,0.018320949,0.06672392,0.004009539,0.000641665,108.3583603,0.009138899,0.000349443,108.8699986,0.00918205,573,3.63E-05,17.42328182,12.15999985,0,0,5.59E-05,17.42328182,64,0.000499977,213.8821039,0.019769097,0.071015202,0.000638644,116.7924271,0.000396433,97.08967679,0.000142943,61.14885452,0,0,0.000249681,61.14885452,0.000644557,0.000311264,0.028951054,0.104547948,0.000793758,0.000135514,0.000562964,0.00017575,4.07E-05,1.96E-05,0,0,6.29E-05,1.96E-05,14
